4.729309	5.422546
4.574402	5.576355
4.586487	5.646667
4.531555	5.464294
4.680969	5.726868
4.715027	5.279724
4.497498	5.600525
4.522766	5.657654
4.513977	5.370911
4.627136	5.276428
4.546936	5.732361
4.751282	5.232483
4.429382	5.535706
4.424988	5.591736
4.478821	5.715881
4.520569	5.760925
4.404114	5.55658
4.400818	5.485168
4.405212	5.593933
4.751282	5.848816
4.460144	5.725769
4.382141	5.586243
4.403015	5.657654
4.372253	5.601624
4.4151	5.707092
4.362366	5.622498
4.428284	5.244568
4.452454	5.219299
4.329407	5.606018
4.351379	5.678528
4.445862	5.213806
4.467834	5.838928
4.67218	5.100647
4.350281	5.320374
4.31073	5.607117
4.942444	5.147888
4.345886	5.720276
4.35907	5.280823
4.611755	5.936707
4.316223	5.667542
4.352478	5.278625
4.289856	5.600525
4.379944	5.807068
4.284363	5.372009
4.265686	5.409363
4.2547	5.477478
4.417297	5.872986
4.565613	5.960876
4.288757	5.702698
4.279968	5.719177
4.276672	5.311584
4.284363	5.737854
4.756775	6.015808
4.56781	5.994934
4.321716	5.205017
4.731506	4.989685
4.668884	6.045471
4.420593	5.953186
4.467834	5.985046
4.628235	4.985291
4.188782	5.563171
4.279968	5.830139
4.228333	5.272034
4.261292	5.207214
4.175598	5.623596
4.270081	5.172058
4.195374	5.288513
4.252502	5.183044
4.152527	5.611511
4.277771	5.138
4.154724	5.645569
4.67218	4.928162
4.492004	6.056458
4.393127	6.010315
4.178894	5.760925
4.145935	5.675232
4.293152	5.092957
4.650208	6.115784
4.399719	6.045471
4.10968	5.614807
4.096497	5.501648
4.1745	5.82135
4.222839	5.903748
4.199768	5.872986
4.153625	5.79718
4.088806	5.558777
4.305237	5.03363
4.089905	5.585144
4.083313	5.493958
4.341492	6.038879
4.121765	5.265442
4.155823	5.834534
4.071228	5.497253
4.071228	5.554382
4.123962	5.775208
4.373352	6.071838
4.134949	5.816956
4.164612	5.15448
4.092102	5.72467
4.117371	5.78949
4.103088	5.270935
4.058044	5.422546
4.088806	5.292908
4.055847	5.399475
4.719421	6.197083
4.055847	5.384094
4.044861	5.58075
4.041565	5.429138
4.128357	5.866394
4.149231	5.129211
4.12616	5.86969
4.144836	5.125916
4.059143	5.301697
4.098694	5.197327
4.435974	4.872131
4.144836	5.114929
4.115173	5.157776
4.261292	4.978699
4.679871	6.22345
4.106384	5.867493
4.013	5.541199
4.112976	5.882874
4.110779	5.882874
4.023987	5.669739
4.462341	4.842468
4.025085	5.334656
4.033875	5.297302
4.216248	6.032288
3.99762	5.486267
3.994324	5.4599
3.987732	5.489563
4.032776	5.254456
4.019592	5.738953
4.020691	5.746643
4.026184	5.264343
4.340393	4.878723
4.26239	6.1026
4.002014	5.708191
4.065735	5.157776
4.083313	5.902649
4.00531	5.300598
4.009705	5.746643
4.475525	6.226746
3.994324	5.713684
3.993225	5.710388
4.016296	5.786194
4.078918	5.913635
4.064636	5.898254
3.976746	5.350037
4.000916	5.261047
3.972351	5.357727
4.043762	5.157776
4.028381	5.846619
4.069031	5.921326
4.07782	5.936707
4.028381	5.167664
3.953674	5.404968
4.013	5.832336
4.040466	5.888367
3.967957	5.713684
3.993225	5.231384
4.741394	6.300354
4.062439	5.091858
4.06134	5.936707
4.059143	5.933411
4.050354	5.921326
3.974548	5.760925
4.054749	5.937805
3.941589	5.63678
4.047058	5.929016
3.930603	5.545593
4.12616	6.047668
4.144836	4.957825
4.042664	5.940002
4.071228	5.039124
4.050354	5.054504
4.694153	6.332214
4.474426	4.732605
3.998718	5.900452
3.970154	5.84552
4.275574	6.208069
4.195374	4.879822
3.902039	5.439026
4.025085	5.956482
4.028381	5.961975
4.033875	5.0578
4.025085	5.959778
3.898743	5.433533
3.899841	5.422546
3.90094	5.617004
4.137146	4.923767
3.94928	5.208313
3.915222	5.718079
3.892151	5.426941
4.119568	6.09491
4.110779	6.089417
3.927307	5.791687
4.011902	5.969666
3.939392	5.198425
3.916321	5.767517
4.009705	5.969666
3.878967	5.59613
3.931702	5.197327
4.568909	6.355286
4.075623	4.958923
3.976746	5.930115
3.963562	5.908142
4.007507	5.983948
4.715027	6.372864
3.936096	5.851013
4.007507	5.991638
4.055847	6.064148
3.871277	5.664246
3.858093	5.524719
3.862488	5.409363
4.106384	4.896301
3.89325	5.244568
3.871277	5.710388
4.120667	4.879822
3.898743	5.809265
3.855896	5.377502
3.863586	5.324768
3.919617	5.14679
3.926208	5.898254
3.986633	5.021545
3.843811	5.626892
3.987732	6.011414
3.848206	5.366516
3.986633	5.01825
3.853699	5.330261
4.092102	4.883118
3.878967	5.819153
3.898743	5.872986
3.840515	5.68512
3.989929	4.992981
3.98114	6.024597
3.829529	5.624695
3.931702	5.947693
3.847107	5.732361
3.848206	5.743347
3.974548	6.024597
3.899841	5.898254
3.856995	5.792786
3.967957	6.024597
3.819641	5.633484
3.810852	5.497253
4.00531	4.946838
3.985535	6.056458
3.810852	5.590637
3.825134	5.697205
3.961365	6.027893
3.860291	5.836731
3.821838	5.707092
3.833923	5.272034
3.806458	5.393982
4.048157	4.879822
4.043762	4.884216
4.386536	6.380554
3.872375	5.885071
3.797668	5.429138
3.873474	5.898254
3.805359	5.679626
4.181091	4.751282
4.197571	4.739197
4.036072	6.15094
3.786682	5.473083
4.441467	6.414612
3.941589	6.045471
3.866882	5.91803
3.786682	5.663147
3.950378	4.961121
3.873474	5.087463
3.773499	5.57196
3.99762	4.8974
3.924011	6.037781
3.773499	5.410461
3.915222	6.026794
3.9328	6.055359
3.859192	5.929016
3.766907	5.589539
4.166809	4.731506
3.919617	6.043274
3.786682	5.296204
3.887756	5.992737
3.762512	5.444519
4.241516	4.674377
3.770203	5.679626
4.204163	4.69635
3.775696	5.31488
3.90094	6.031189
3.897644	6.026794
3.759216	5.393982
3.910828	6.048767
3.776794	5.736755
3.913025	4.96991
3.747131	5.507141
3.752625	5.6203
3.795471	5.820251
3.799866	5.83783
3.850403	5.070984
3.769104	5.747742
4.006409	6.189392
3.958069	4.891907
3.774597	5.23468
3.819641	5.109436
3.74823	5.33136
3.911926	6.087219
3.859192	5.024841
4.104187	4.737
3.73175	5.57196
3.775696	5.212708
3.727356	5.481873
3.871277	4.996277
4.030579	4.791931
3.82843	5.961975
3.727356	5.413757
3.90094	6.086121
3.880066	6.056458
3.726257	5.402771
3.898743	6.087219
4.264587	6.411316
3.778992	5.867493
4.073425	4.741394
3.898743	6.100403
3.785583	5.135803
3.917419	4.902893
3.713074	5.455505
4.454651	6.493713
3.873474	6.080627
3.813049	5.980652
3.992126	4.798523
4.025085	6.263
3.840515	4.997375
3.733948	5.246765
3.87677	4.935852
3.696594	5.545593
3.89325	4.90509
3.693298	5.506042
4.019592	4.761169
4.149231	4.656799
3.705383	5.680725
3.880066	6.114685
3.881165	6.116882
4.453552	6.516785
3.686707	5.509338
3.872375	6.110291
3.859192	4.938049
3.768005	5.926819
3.719666	5.803772
3.688904	5.664246
4.132751	4.650208
3.676819	5.575256
3.688904	5.337952
3.841614	6.085022
3.74823	5.904846
3.75592	5.924622
3.792175	6.010315
4.215149	4.588684
3.697693	5.266541
3.685608	5.712585
3.848206	6.108093
3.742737	5.119324
4.233826	4.5755
3.843811	6.1026
3.758118	5.950989
3.826233	6.081726
3.662537	5.599426
3.658142	5.507141
3.685608	5.272034
3.655945	5.424744
3.898743	6.19928
4.306335	4.523865
4.080017	6.375061
3.726257	5.914734
3.785583	4.986389
3.896545	4.82489
3.685608	5.22699
3.665833	5.311584
3.650452	5.606018
3.941589	6.258606
3.831726	6.130066
3.750427	6.001526
3.644958	5.357727
3.849304	6.170715
3.660339	5.783997
3.665833	5.805969
3.654846	5.257751
3.795471	6.105896
4.149231	4.573303
3.622986	5.460999
3.715271	5.961975
3.871277	4.812805
3.647156	5.267639
4.195374	4.542542
3.628479	5.688416
3.826233	6.167419
3.742737	4.99408
3.662537	5.18634
3.652649	5.811462
3.610901	5.49176
3.811951	6.157532
3.717468	5.032532
3.621887	5.69281
3.640564	5.244568
3.653748	5.833435
3.819641	6.171814
3.666931	5.879578
3.817444	6.174011
3.915222	4.737
3.629578	5.764221
3.803162	4.869934
3.817444	6.179504
3.608704	5.358826
3.641663	5.825745
3.607605	5.669739
4.270081	4.481018
3.672424	5.102844
3.773499	4.900696
3.705383	5.020447
3.639465	5.189636
3.791077	6.156433
3.696594	5.99054
3.799866	6.177307
3.62738	5.213806
4.042664	4.600769
3.604309	5.730164
4.245911	4.477722
3.649353	5.897156
3.82074	4.816101
3.652649	5.111633
3.721863	4.960022
3.648254	5.120422
3.838318	4.786438
3.577942	5.57196
3.714172	4.967712
3.794373	6.190491
4.003113	4.618347
3.626282	5.168762
4.223938	4.475525
4.13385	4.521667
3.726257	4.933655
3.662537	5.058899
3.647156	5.933411
3.576843	5.673035
3.709778	4.951233
3.594421	5.780701
3.945984	4.652405
3.564758	5.579651
3.561462	5.526917
3.787781	6.210266
3.630676	5.103943
3.56366	5.373108
3.562561	5.380798
3.928406	4.656799
3.605408	5.172058
3.664734	5.008362
3.778992	6.214661
3.732849	4.877625
3.778992	4.809509
3.877869	4.691956
3.736145	4.868835
3.654846	5.014954
3.554871	5.684021
3.768005	6.209167
3.544983	5.440125
3.57135	5.252258
3.874573	6.337708
3.677917	6.069641
3.951477	4.615051
3.771301	6.220154
3.736145	4.85675
3.725159	6.156433
3.680115	6.080627
3.878967	4.677673
3.574646	5.826843
3.71637	4.877625
3.622986	5.97406
3.538391	5.66864
3.793274	4.761169
3.674622	6.09491
3.590027	5.124817
4.117371	4.477722
3.736145	6.19928
3.640564	6.035583
4.02948	4.527161
3.52301	5.400574
4.181091	4.433777
3.750427	6.23114
3.67572	4.907288
3.674622	4.906189
3.566956	5.882874
3.514221	5.410461
3.65155	4.942444
3.529602	5.756531
3.509827	5.619202
3.516418	5.681824
3.727356	6.217957
3.529602	5.265442
3.503235	5.46759
4.201965	4.40741
3.636169	6.074036
3.502136	5.369812
3.492249	5.579651
3.688904	4.840271
3.497742	5.66864
